Age,Balance,Products,Active,Tenure,CreditScore,EstimatedSalary,Churn
18,140887.13,1,0,5.9,585,104786.61,1
28,31717.84,2,0,9.0,707,64159.66,0
37,31119.35,2,1,5.8,665,140178.95,0
29,127259.76,2,1,4.3,443,138867.35,0
47,43330.79,1,0,6.8,681,59357.08,0
60,145354.1,3,1,4.6,627,62562.22,1
28,155372.9,2,0,6.3,763,114469.4,1
32,56183.03,1,0,4.5,682,139873.38,1
42,68863.28,1,0,7.2,710,36384.05,1
56,130096.34,2,1,1.5,593,102162.18,0
28,54221.37,1,0,2.5,587,33478.18,1
42,108735.01,1,0,1.5,648,70314.46,0
58,250000.0,2,1,4.9,621,147224.0,1
23,134339.88,1,1,1.2,757,250000.0,1
27,77447.22,3,1,3.3,638,80829.25,0
36,250000.0,1,1,2.2,552,51347.05,0
35,177644.12,1,0,8.7,584,71431.45,0
48,44222.4,1,0,2.5,727,92716.0,1
42,51449.09,1,1,1.8,637,66566.48,0
22,22179.31,3,1,5.6,632,59361.09,0
45,128489.85,2,1,9.2,735,74271.49,0
34,13998.25,3,1,4.7,577,107535.33,0
53,250000.0,2,1,4.9,471,83393.94,0
34,84519.19,1,0,8.2,582,60526.93,0
34,184862.79,1,0,7.2,669,66571.83,0
45,78955.11,1,0,6.1,630,74706.96,1
48,126953.43,3,0,3.5,525,57401.35,0
44,92987.89,2,1,6.1,731,65470.16,0
23,106548.45,1,0,1.6,663,120234.72,1
45,223014.02,2,1,3.4,681,81139.12,0
30,250000.0,2,1,8.6,684,40884.07,0
42,250000.0,1,1,8.3,546,142741.68,1
26,250000.0,2,1,6.1,674,108563.32,0
44,59089.84,2,1,0.2,723,48298.47,0
32,135502.91,2,1,2.0,741,76354.66,1
27,60186.9,1,1,3.3,708,63014.52,0
47,217135.43,1,0,4.6,691,122048.35,1
42,46061.14,1,1,1.9,511,76139.42,0
34,225519.41,2,1,4.4,649,87100.42,0
55,118800.52,3,0,9.4,573,82654.74,0
36,96863.05,2,1,6.0,753,46235.56,0
40,105024.09,1,1,5.5,740,169395.79,1
43,39360.93,1,0,2.5,574,121250.44,1
34,42310.26,2,1,0.9,646,64295.33,0
45,120279.6,1,1,1.9,670,98115.71,0
35,119713.59,2,1,0.8,722,139513.69,0
36,62373.74,2,1,5.2,516,92286.06,0
54,83835.05,1,0,6.0,473,181335.53,1
30,143348.71,1,1,2.6,653,250000.0,0
18,53983.23,1,1,5.4,447,85034.32,1
56,19631.4,1,0,8.7,663,69246.41,1
65,250000.0,2,0,9.9,697,57660.68,0
36,126192.95,1,1,6.9,749,33238.24,1
21,71433.16,1,1,4.6,600,157823.12,0
37,60041.0,1,0,6.8,663,76764.13,1
37,53553.49,1,0,8.4,702,133449.05,0
38,216579.5,2,1,0.0,556,146088.58,0
29,33704.49,2,1,8.7,723,55333.2,0
46,135264.83,2,0,3.6,672,59201.29,0
45,135185.88,2,1,3.7,602,197338.15,1
25,171673.99,1,1,4.1,661,87206.63,0
47,76783.47,2,0,5.8,639,66865.31,1
61,249037.63,1,1,2.2,712,56231.76,1
42,175049.12,3,1,4.3,621,84449.57,0
37,74815.84,1,1,6.3,668,177392.03,1
39,57810.47,1,0,5.5,600,122517.85,0
46,93176.69,1,1,6.0,575,97670.81,0
23,72914.44,2,0,4.2,664,183946.34,0
42,50386.68,1,1,6.7,578,168663.99,1
36,108388.85,3,1,7.6,714,104602.21,0
58,84248.63,1,0,7.5,697,250000.0,1
38,250000.0,2,1,6.1,589,80517.07,0
57,72823.91,2,1,7.3,667,147513.91,1
29,57389.83,1,0,7.2,588,75411.61,1
46,103438.57,1,1,10.0,522,135110.3,0
43,123436.7,1,1,8.0,602,80482.15,0
31,130063.31,2,0,4.8,646,110766.61,0
42,129189.94,3,1,2.7,692,250000.0,0
52,105966.42,1,0,4.3,662,138122.78,1
37,100526.7,1,1,4.2,723,111540.55,0
23,155967.05,1,1,6.3,572,63509.75,0
40,46649.78,1,0,3.2,620,97955.43,1
31,57722.06,2,1,8.0,782,57180.25,0
37,26299.54,1,0,1.5,496,134148.72,1
39,47294.98,1,0,0.9,614,132642.11,1
23,202922.01,3,0,4.7,564,83011.05,1
24,151576.52,2,1,2.9,634,190261.43,0
45,250000.0,2,1,1.9,615,178593.61,1
35,250000.0,1,0,3.4,698,96269.41,1
18,152447.58,3,1,3.1,670,116081.17,1
48,114484.26,2,0,5.0,546,69061.95,0
43,104864.32,2,0,3.4,603,79625.03,1
33,13036.91,1,1,3.7,650,55407.01,0
27,96691.73,3,1,5.0,709,72570.47,0
48,66055.02,2,0,7.5,845,85870.01,0
43,49086.2,2,1,8.7,706,42633.67,0
64,136399.6,2,1,5.4,569,116673.09,0
44,88384.25,2,1,5.6,642,142560.63,0
44,109495.72,2,0,4.5,664,89679.9,1
38,43205.42,3,1,6.2,608,26737.06,0
48,180037.68,1,1,6.0,688,80315.52,0
46,72555.5,1,0,8.3,468,48076.13,1
53,131495.05,2,0,0.3,694,68407.41,1
35,77316.2,2,0,4.4,612,172980.87,1
36,10427.59,2,1,5.8,641,30093.13,0
35,140173.59,2,0,4.9,767,62330.23,0
48,92696.25,2,0,2.7,549,130727.63,0
55,24550.08,2,0,1.8,672,65624.09,1
35,38764.19,1,1,7.0,714,63403.31,0
36,183525.76,2,1,3.1,664,224616.04,0
43,25754.71,1,1,0.6,521,106706.71,1
38,71100.25,2,1,7.1,758,137036.29,1
50,250000.0,3,1,6.1,633,112439.02,0
18,142639.27,1,0,4.7,608,96792.89,1
32,167067.38,1,1,2.7,625,158954.96,1
32,82812.99,1,0,4.7,619,212133.47,1
18,22461.66,2,1,8.0,555,42191.85,0
30,116991.1,1,0,1.0,663,88580.95,1
31,41203.62,1,1,1.1,602,88267.35,0
38,37768.02,3,0,3.4,704,74190.41,1
51,107705.18,1,1,4.9,691,139950.24,1
38,43763.2,2,0,3.8,780,101029.15,0
30,99066.3,2,1,6.6,633,214063.45,0
39,59284.42,1,1,7.7,586,147662.54,0
50,96603.78,1,0,5.7,532,166322.02,1
30,67582.95,3,1,6.4,825,52467.07,0
31,98554.13,2,0,5.7,703,62619.14,1
46,250000.0,1,1,5.0,595,64984.48,1
38,169590.01,2,1,1.8,785,163238.63,1
46,90771.06,2,1,2.4,758,58240.46,0
40,226367.87,1,1,1.6,542,59011.91,0
47,132792.4,2,1,4.6,590,54336.69,0
30,216378.37,2,1,5.6,639,250000.0,0
40,28604.64,1,0,1.4,564,84420.08,1
38,44197.95,3,0,5.2,642,114235.18,1
28,116031.5,1,1,2.8,707,53867.75,1
24,89126.7,1,1,2.3,540,138583.9,0
47,98723.84,1,1,3.4,673,40514.49,0
36,147752.61,2,0,2.2,743,57931.34,1
30,116849.22,2,1,6.5,682,64760.21,0
39,180467.93,3,0,4.6,644,99315.52,0
51,177225.63,1,1,7.0,597,62986.64,0
18,45996.16,2,1,3.9,716,178682.2,0
25,10895.0,2,0,4.0,556,112872.64,1
31,43500.1,1,1,9.7,669,65989.0,0
55,41108.98,1,1,0.9,652,140996.82,1
43,104125.87,2,1,8.2,740,75401.84,0
48,103173.56,1,1,9.1,603,69000.46,0
29,85209.63,2,1,6.9,610,134683.38,0
29,136309.49,2,0,4.2,551,29845.64,0
44,250000.0,1,1,8.6,685,125270.74,0
41,83829.55,4,1,4.2,616,65295.1,0
45,119444.89,2,1,3.2,581,65250.67,1
38,98707.85,2,1,4.0,589,217233.17,0
43,62932.84,2,0,3.6,693,70864.1,0
42,148680.83,1,1,2.6,562,138375.53,0
48,80772.79,2,1,7.8,569,102050.71,0
48,52697.57,1,1,3.1,722,106927.99,0
24,55980.95,1,0,4.9,637,80404.14,1
18,184764.94,1,0,1.4,726,78538.4,1
50,146203.22,1,1,5.1,621,179003.34,1
52,68532.86,1,1,2.1,650,136799.55,1
30,134787.3,1,0,2.0,663,71876.78,1
21,99548.75,3,0,4.7,761,56213.98,1
41,120886.52,1,1,7.6,754,69185.86,1
49,61638.45,1,0,6.1,742,139977.62,0
58,42234.22,1,1,6.3,600,152966.81,1
45,80433.59,2,1,4.7,571,115530.47,0
36,48640.67,1,1,4.2,711,43478.33,1
31,45673.73,2,1,7.0,760,126344.24,0
40,30193.53,2,1,3.6,743,161809.52,0
37,10994.4,1,1,7.1,651,97310.81,0
30,69479.03,4,0,8.1,708,219361.5,0
60,207758.34,1,0,2.9,710,49668.6,1
58,174950.95,2,1,3.3,662,122483.1,0
51,250000.0,1,1,3.6,665,56866.71,1
31,44019.97,2,0,1.3,658,144915.89,1
49,155221.58,2,1,3.8,587,118581.09,1
46,90460.04,1,1,8.3,595,202435.19,0
44,56057.73,1,0,2.4,594,112694.27,1
52,192406.02,1,1,8.3,522,75038.92,1
46,91133.68,1,1,3.9,661,72155.83,0
47,19596.66,4,0,10.0,647,80417.35,0
46,173710.25,2,1,3.3,711,71520.48,0
43,128495.79,2,1,4.6,751,165010.43,0
22,108400.56,3,0,2.7,756,159787.83,1
41,36795.67,2,0,3.3,763,45894.91,0
34,117510.12,2,1,8.3,589,91567.07,0
27,250000.0,1,0,6.2,535,92566.83,0
57,126048.2,1,1,7.6,724,63321.62,1
57,26201.61,1,1,1.7,761,109620.26,1
54,132728.49,1,1,6.6,774,173676.18,1
43,126962.07,1,1,2.6,689,134440.77,1
54,163791.7,1,1,1.7,490,165007.42,1
40,124520.79,1,0,5.6,679,65137.42,1
42,45806.31,1,1,5.6,694,91490.78,0
29,104267.88,1,0,5.1,750,63769.07,1
44,81487.65,1,1,6.8,764,100238.59,1
41,113281.8,1,0,7.2,723,104382.56,0
27,197049.26,2,1,8.7,603,138620.05,0
39,59136.29,2,1,2.0,568,162532.99,0
39,250000.0,2,0,8.8,693,122713.13,1
58,132138.53,1,0,9.7,587,61113.53,1
49,174367.89,1,1,4.1,768,48976.08,0
40,159076.24,1,1,0.8,514,113729.03,0
42,128506.16,1,1,1.5,695,176804.42,1
40,145122.86,1,1,3.8,676,89001.51,1
38,1609.13,3,1,10.0,633,45262.67,0
29,158875.55,1,0,5.0,576,229970.23,1
38,48878.34,1,1,3.5,485,112172.93,0
33,95149.25,2,1,3.3,607,97205.12,0
27,127887.07,2,1,1.7,609,53208.74,1
45,202854.23,1,0,7.2,739,90659.16,0
44,48890.66,1,1,4.8,587,122597.61,0
22,70825.29,3,1,10.0,686,112862.36,0
39,78353.6,1,1,6.6,547,66278.16,1
50,114253.18,2,0,7.1,688,87718.28,0
51,82042.25,2,1,4.4,471,68211.06,0
50,145565.94,1,1,2.3,818,190315.34,1
40,20409.25,2,1,2.8,639,134626.32,0
32,89731.48,1,0,1.6,426,71083.77,1
29,250000.0,1,1,7.3,593,53196.8,0
43,82204.95,1,1,4.0,580,101985.07,0
44,132480.86,4,1,7.4,598,72099.12,0
53,182757.29,1,1,5.3,621,74557.58,1
51,129541.33,1,1,4.3,597,53998.88,1
39,250000.0,3,1,2.1,585,57092.67,0
28,106019.3,1,1,5.8,557,96835.27,0
37,150506.05,3,1,4.5,716,79815.23,1
42,117586.57,2,1,7.3,746,250000.0,1
38,234229.79,2,1,3.2,630,117592.32,0
34,73498.84,2,1,6.5,649,53599.88,0
43,250000.0,2,1,9.1,560,45095.09,1
35,60311.14,1,1,5.7,656,107660.93,0
34,250000.0,4,1,7.0,668,75280.38,1
43,44247.24,3,0,6.4,632,163853.61,1
36,153776.61,3,0,9.7,682,102171.05,1
42,99548.87,2,0,5.9,675,36880.23,0
43,180276.68,2,1,6.7,566,56887.11,0
29,134719.4,2,0,4.9,745,66415.65,1
35,173896.11,1,0,3.1,633,109807.22,1
54,42948.22,2,1,2.0,784,56040.3,0
28,24249.7,2,1,8.2,684,96406.88,0
19,37158.31,2,0,2.5,808,49330.49,1
21,36339.61,1,0,6.9,744,90250.86,0
40,42505.3,1,0,6.0,668,106305.96,1
40,63560.12,2,0,7.3,592,173727.73,0
39,63119.39,1,1,3.7,594,100516.17,0
52,101246.83,3,0,3.0,693,62319.79,1
18,51817.5,2,1,5.9,661,176207.44,0
44,55238.12,1,1,4.3,603,82878.82,1
56,85917.45,1,0,1.9,717,127474.29,0
29,196694.2,2,1,9.8,653,68306.61,0
36,72543.79,1,1,3.0,717,93752.65,1
32,96495.82,2,1,2.5,572,62755.05,1
31,108055.69,1,1,4.4,730,104045.33,0
37,46772.13,1,1,8.1,690,129222.06,1
54,78008.26,1,1,0.0,746,72034.85,1
58,58813.97,2,1,7.9,728,70235.66,0
37,184638.15,3,1,2.7,643,105676.01,0
59,174768.69,3,1,5.7,637,62087.98,0
40,54156.34,2,0,3.3,793,45455.55,0
58,95167.38,2,1,10.0,627,105503.91,0
39,150585.77,1,0,5.3,710,85742.27,1
41,124789.26,2,1,3.2,619,84929.62,0
44,134135.35,3,1,4.2,501,113782.8,0
72,47011.5,1,0,5.2,552,121164.28,1
49,250000.0,3,0,5.4,682,83710.03,0
33,62594.56,1,1,6.1,706,54304.57,0
50,61205.91,1,0,5.0,683,67521.47,1
36,33280.78,2,0,1.6,742,117101.78,1
35,88699.3,3,1,4.1,681,95697.38,0
49,210359.88,1,1,6.5,588,70275.13,1
40,123922.17,2,1,3.3,698,63233.6,0
43,93837.97,1,1,6.7,664,118846.17,1
40,166436.25,2,0,5.1,604,81456.25,0
43,206979.6,2,1,4.5,688,126283.86,1
44,174512.14,1,0,8.0,656,133688.27,1
21,17815.73,2,0,0.7,602,78181.4,1
47,167384.65,2,0,3.3,636,137985.84,0
30,137771.55,2,1,8.1,763,95783.85,0
26,53193.49,1,1,9.6,760,101524.57,1
39,138161.44,1,1,10.0,665,33611.64,1
41,210634.56,3,0,5.1,655,58142.39,0
33,64764.46,2,1,6.1,535,59578.65,0
48,182743.96,2,0,7.0,788,77977.09,1
27,125811.18,2,1,8.2,733,94752.44,0
36,3694.19,2,1,5.8,710,96512.48,0
34,98893.04,1,0,7.3,468,102349.74,1
40,122376.94,2,0,6.1,653,66127.49,0
43,80350.92,2,1,6.3,640,122844.95,0
30,129063.22,1,0,2.7,705,203159.11,0
47,91380.24,1,1,4.2,614,76769.96,0
41,250000.0,2,0,3.7,631,66763.66,0
21,76163.0,3,1,2.0,700,66115.97,0
20,54444.3,2,1,0.9,588,93528.87,1
40,176705.75,1,1,3.9,604,71038.09,0
38,83640.69,3,1,4.3,665,41312.37,0
39,94992.14,1,0,5.3,757,46724.63,0
40,89177.67,1,1,6.4,715,142436.35,0
42,170304.4,3,1,5.5,736,160231.07,0
49,42224.08,2,1,4.4,655,184889.8,0
29,182502.97,3,1,2.7,770,99648.27,0
28,145507.38,2,0,7.2,511,57621.87,0
29,250000.0,2,1,4.7,812,73899.23,0
43,115832.18,1,0,3.9,822,46002.02,1
52,44926.32,1,0,4.5,687,45211.81,1
36,116727.53,3,1,3.2,717,100955.3,0
18,126997.58,3,0,3.7,647,114705.14,1
23,222529.44,1,1,3.6,633,217256.3,1
32,44830.4,1,1,4.3,601,86696.85,1
34,26225.35,1,1,6.6,646,48851.45,0
36,118441.23,1,1,6.0,694,85195.23,1
40,250000.0,3,1,8.9,684,79257.58,1
37,160064.29,1,1,8.0,809,72150.59,1
50,166312.89,1,0,9.9,658,105056.36,1
33,32477.61,3,1,6.4,531,52106.88,0
31,105056.96,2,0,6.4,782,95453.03,0
45,225261.26,1,1,3.8,552,120664.4,1
25,128043.07,1,0,7.1,605,170492.56,1
44,24492.05,1,1,3.4,672,103490.39,0
41,103564.32,1,1,1.3,683,143913.71,0
39,152637.12,1,1,8.8,534,73703.95,1
56,95605.16,1,0,1.9,590,78482.77,1
34,49687.7,1,0,6.1,532,165065.25,0
61,180281.95,1,1,2.8,700,48550.12,0
38,73861.83,1,0,7.8,745,75068.16,0
27,136541.51,3,0,8.2,552,149546.97,0
41,101593.31,1,1,6.3,730,81843.54,1
29,71719.95,1,1,8.1,724,79145.57,0
32,250000.0,3,0,5.0,597,79870.79,1
44,65601.61,1,0,10.0,491,94871.94,0
46,107798.14,2,1,6.9,564,146723.14,0
34,101362.17,2,1,2.7,602,136416.66,0
50,116371.61,2,1,5.2,773,90465.22,1
52,250000.0,1,0,4.6,641,147140.0,1
54,152769.57,2,1,4.4,569,104963.9,1
45,71184.98,2,1,0.9,662,132477.62,0
54,250000.0,1,1,6.0,546,56658.58,0
21,170817.5,1,0,1.5,691,196794.18,1
37,72272.52,1,0,0.0,572,99375.49,1
31,232513.42,2,1,4.1,583,26129.64,1
41,32141.03,1,1,3.1,680,189918.85,1
34,40711.6,1,0,2.8,790,90204.96,1
38,22860.05,2,1,0.0,826,75326.91,1
59,13495.84,3,1,2.9,567,68528.68,0
38,221869.01,1,0,4.6,602,109682.03,1
44,117407.93,1,1,3.4,691,60342.38,0
38,25093.22,1,1,6.0,744,69421.86,0
41,99453.8,2,1,8.5,477,70176.57,0
40,186498.18,1,0,6.3,657,78909.25,1
44,56618.41,3,0,7.6,611,71376.31,1
52,80363.25,1,1,7.8,496,132102.22,0
56,250000.0,1,0,2.5,543,101675.64,1
43,86022.45,1,0,6.1,605,107412.46,1
46,27212.17,1,0,7.5,655,118460.63,1
28,67822.84,2,1,3.9,731,86307.56,0
39,23375.24,2,1,3.0,678,56864.46,0
49,161314.25,1,0,6.3,726,202783.17,1
49,50168.4,2,1,1.3,652,136619.58,1
42,48825.51,1,1,2.3,594,185969.34,0
49,250000.0,2,1,3.3,635,143359.0,0
45,36787.96,1,0,6.1,706,73159.54,1
52,30905.38,2,1,5.5,733,31287.53,0
43,42621.81,1,1,7.6,638,51765.11,0
36,190396.01,3,0,2.7,576,119850.44,1
43,147194.68,3,1,2.6,677,85972.12,0
18,67125.54,2,1,6.3,688,74505.82,0
44,62319.91,3,1,3.0,749,29277.25,0
18,139531.73,1,1,3.5,596,89469.91,0
23,120607.87,2,0,0.4,597,55313.08,0
45,90286.37,1,1,5.7,710,64964.28,1
45,150697.5,3,0,8.9,617,131941.22,1
28,40120.9,1,1,2.4,614,56638.89,1
33,50896.29,1,1,7.6,750,59124.74,1
54,156125.98,2,1,4.9,540,97838.76,0
35,127609.06,1,1,0.6,814,133269.4,0
62,104615.35,2,1,2.8,601,75082.84,0
40,250000.0,1,1,2.6,719,174174.31,0
44,173680.14,2,0,4.2,641,50623.13,0
56,68741.42,3,1,6.0,672,46781.35,0
41,54727.16,2,0,9.6,629,45021.09,1
30,131889.49,1,1,1.4,719,42790.96,0
39,221416.68,1,1,3.8,622,104716.5,0
40,19840.41,1,1,2.8,604,57962.98,1
26,125280.63,1,1,1.8,795,47713.92,0
37,79337.92,2,1,5.2,652,106774.4,0
33,117381.17,1,1,5.0,596,130397.42,0
49,28815.45,1,1,0.5,531,144415.7,1
40,221312.26,1,0,5.0,799,133444.77,1
37,250000.0,3,1,2.0,606,59540.88,0
39,163081.87,1,0,5.0,815,101905.98,0
42,250000.0,1,1,8.2,682,112550.49,0
46,76316.75,1,1,6.2,661,72683.34,1
30,123196.61,1,1,5.4,664,96926.03,1
30,164728.76,3,1,3.7,827,51243.13,0
51,133109.74,1,0,5.2,475,67856.12,1
36,84051.36,2,0,6.4,667,106390.25,0
26,91021.52,2,1,6.2,629,177363.96,0
44,245878.1,2,1,4.8,633,151102.36,0
45,100777.65,2,0,5.5,662,121170.18,0
25,213137.24,2,1,1.7,629,93286.43,0
42,96956.83,1,1,3.2,665,87004.16,0
47,212298.44,2,1,6.8,648,46917.45,0
44,108802.76,2,1,7.1,545,61795.57,0
46,155554.94,2,1,5.2,681,62710.25,1
26,60451.79,2,1,8.7,707,116565.27,0
43,123007.51,1,0,6.3,607,137694.32,0
37,61180.23,1,1,4.4,799,125369.79,0
35,74869.11,1,0,2.0,757,153240.65,1
49,79649.23,1,0,8.6,718,92974.53,0
55,89856.33,1,1,6.9,717,57829.04,1
58,196366.38,1,1,9.5,652,88000.27,1
53,72645.04,2,1,10.0,741,64950.99,1
39,114208.86,2,0,1.8,776,121006.79,0
44,212745.48,2,1,1.8,715,76571.15,1
48,153354.02,2,0,0.0,604,86096.64,0
41,20284.03,1,1,7.3,647,122969.91,1
41,28061.64,1,1,6.6,696,64477.56,1
48,134846.28,2,1,5.2,717,138878.46,0
39,69806.11,2,1,1.9,644,49077.04,0
33,24386.66,2,0,4.8,605,103312.42,0
36,65856.56,2,0,5.5,777,86392.87,0
46,138372.25,2,1,7.0,564,130596.64,0
40,78972.77,2,1,5.7,575,48489.21,0
43,106449.94,2,1,6.7,544,45193.52,0
47,84477.33,2,0,4.7,575,126132.08,0
36,58710.34,1,1,8.0,750,75482.04,0
48,121327.67,1,1,6.6,752,86396.63,0
44,21852.59,1,0,2.0,644,66881.51,1
28,52780.58,2,1,8.5,690,135717.34,0
54,173239.96,2,1,8.1,649,102971.99,0
35,28932.53,1,0,6.2,555,100294.26,1
23,102619.5,1,0,5.7,827,53169.26,1
30,74275.57,2,0,9.1,760,112785.43,0
30,68888.4,1,1,0.9,678,57587.98,0
41,184385.62,2,1,8.1,582,66917.52,0
37,208712.57,1,0,3.8,632,48686.57,1
37,42528.75,1,1,7.7,595,83878.22,0
46,90406.41,1,1,5.3,658,145303.21,1
43,16147.34,1,1,1.9,675,99665.78,0
43,177499.26,1,1,3.8,623,73772.81,0
44,98755.7,1,0,7.6,534,94530.78,1
46,27046.54,1,1,4.5,821,94295.73,0
19,54937.1,1,1,3.4,669,92715.96,0
36,39243.59,2,0,3.4,687,97476.39,0
18,52347.15,1,0,6.6,616,56362.96,1
40,17917.64,1,1,9.4,525,94419.91,0
40,244177.49,1,0,0.0,643,40851.68,1
50,43965.45,3,1,10.0,624,116610.61,0
52,102441.43,2,0,5.5,707,54793.55,0
42,137498.74,4,1,6.5,722,152891.53,0
35,208907.93,3,1,3.9,711,29947.72,0
45,105027.42,1,1,5.0,729,191196.35,0
35,83503.88,2,0,5.5,794,43041.31,0
40,108240.22,1,1,2.4,681,52448.89,0
50,42317.08,3,1,3.0,738,102964.61,0
34,45386.75,1,0,8.0,690,118893.89,1
48,82038.13,1,1,1.1,498,79224.55,0
47,11567.73,3,0,6.1,638,134489.0,0
30,59734.55,2,1,4.1,581,62888.31,0
50,70764.06,3,1,2.6,669,75184.74,0
47,250000.0,1,1,9.9,587,78560.94,0
41,226731.04,1,1,2.6,698,70635.41,1
32,137153.75,1,1,2.2,728,37691.3,0
31,180465.56,1,1,4.5,746,89006.51,1
35,45053.39,1,0,3.1,780,85460.69,1
45,110343.08,1,1,5.0,516,146202.39,1
30,165823.02,2,1,5.4,554,50457.67,0
44,45410.6,1,0,5.6,850,67496.54,1
28,28141.96,2,1,4.7,731,154683.44,1
38,127304.77,2,0,3.2,668,102697.69,1
41,31298.14,2,0,6.6,653,115241.57,0
64,145885.1,1,1,4.7,645,110371.81,0
26,206569.96,1,1,3.8,495,110592.46,1
55,46677.48,1,0,8.7,588,204237.22,1
41,49825.02,2,1,4.7,641,93784.82,0
44,202601.53,1,0,7.7,593,57094.35,1
41,105438.49,1,1,8.1,603,119973.22,1
44,185121.03,4,1,8.2,850,69746.09,0
38,84337.23,2,1,6.7,630,85655.89,0
55,89177.95,2,1,5.0,672,106313.38,0
35,103463.39,1,0,4.8,669,62190.37,1
51,250000.0,3,1,4.4,697,71534.3,0
34,175634.81,1,0,0.0,612,111490.74,1
39,58135.6,1,0,6.8,750,70310.38,1
29,116079.52,3,0,5.6,685,139467.7,1
45,79934.67,3,0,7.1,547,57745.11,0
54,68887.42,2,1,4.7,641,57657.69,0
39,143109.73,1,0,6.7,636,212201.18,1
38,123761.03,1,0,1.6,633,45205.0,1
29,47143.99,2,1,2.1,691,88924.46,0
38,103650.72,2,0,0.0,701,207053.54,1
24,67226.74,1,1,4.7,691,88849.46,0
31,136977.06,1,1,3.1,677,164985.32,1
42,64886.41,2,1,2.7,657,120713.91,0
53,89583.27,2,1,5.8,478,89708.8,1
68,70381.45,1,1,3.9,712,84861.4,1
34,21051.44,2,1,1.4,689,34678.39,0
54,250000.0,4,0,10.0,571,77961.06,1
42,102828.24,1,0,4.9,672,99913.82,1
38,250000.0,2,0,2.3,702,99888.84,0
44,106210.42,2,0,3.3,744,250000.0,1
41,160826.35,2,0,4.6,691,102129.42,1
41,61304.18,3,0,4.6,676,119507.01,0
36,62546.38,2,1,8.3,726,152024.71,0
26,98717.67,2,0,4.8,625,114782.07,0
25,250000.0,1,1,9.6,683,86581.62,1
47,48563.42,2,1,3.9,600,86771.25,0
37,16079.72,1,1,6.1,739,76862.27,0
34,199539.47,1,1,7.6,521,109914.7,0
40,167496.31,2,0,8.0,715,83359.73,1
48,73508.01,2,1,8.3,651,119227.22,0
42,250000.0,4,0,4.3,727,57152.34,1
33,250000.0,2,1,5.0,588,96148.27,1
52,19547.36,2,1,0.0,657,180953.48,0
56,60151.62,1,1,4.5,655,81347.42,1
45,98200.76,2,1,7.7,685,206264.72,0
50,134427.07,3,0,7.2,566,96878.91,1
52,120851.52,1,1,4.8,701,87740.27,0
51,102548.58,2,1,9.2,502,94849.17,1
46,42467.87,2,1,4.0,597,78231.25,1
46,146089.5,1,0,3.2,525,36912.84,1
45,151751.12,2,0,3.8,716,133738.76,1
29,190395.73,1,0,2.2,682,241418.17,1
47,37388.97,1,1,6.6,686,111720.79,1
26,87031.2,1,0,5.7,768,114824.41,1
32,70754.22,1,1,6.5,625,82900.65,0
53,36762.49,1,1,4.0,699,151534.72,1
48,86004.16,3,1,4.9,655,88423.47,0
55,44342.16,1,1,0.0,643,101499.99,0
37,31444.42,2,1,5.9,755,44498.8,0
28,168940.32,2,1,5.2,817,70923.78,0
38,73203.64,1,1,2.2,615,106178.18,0
41,57817.44,1,1,4.7,717,135375.85,0
41,221376.76,3,1,4.4,676,137075.59,0
51,154828.42,2,1,9.4,676,44220.05,0
36,14236.25,3,0,2.3,670,46284.58,0
44,135035.82,1,0,5.8,623,117058.21,1
30,134594.26,2,1,2.3,363,64311.98,0
45,83337.21,2,1,3.6,773,134609.28,0
40,80977.17,3,1,5.7,594,43217.0,0
33,23642.44,1,1,4.5,631,86101.36,0
38,250000.0,3,1,5.0,632,88624.04,1
38,85755.12,1,1,5.8,587,111722.7,0
37,130027.89,2,0,3.8,669,56587.48,1
58,89341.14,2,0,7.2,646,37142.65,0
39,58601.5,2,0,4.2,593,97210.86,0
38,177675.76,1,1,4.8,662,114057.57,0
19,113593.78,2,0,5.9,647,141622.41,1
31,86299.23,1,0,5.6,724,76589.61,1
37,129065.49,2,0,6.6,543,127595.67,1
33,95544.57,2,0,5.8,586,111989.81,0
54,250000.0,2,0,6.2,708,163186.21,0
38,173694.15,1,0,4.2,599,87784.51,1
53,143797.47,2,1,2.3,578,41320.34,0
41,26548.52,2,1,1.4,603,87301.08,0
40,147214.18,2,1,0.8,642,93654.5,0
39,144737.79,2,1,9.4,642,113635.63,0
40,45027.19,2,1,0.0,633,45155.07,0
57,25953.83,2,1,8.0,568,78209.37,0
18,168984.28,2,1,2.9,712,133014.25,0
20,183176.56,1,1,8.0,756,85881.74,0
35,62806.15,2,0,0.0,497,78431.78,1
40,60567.62,1,1,4.4,526,212227.02,0
47,112214.22,1,1,8.6,730,55606.93,0
45,73020.17,2,1,6.8,776,156762.09,0
36,25394.87,1,1,4.2,480,142504.28,0
50,44588.14,2,0,0.1,715,81327.54,1
50,126764.49,4,0,1.7,781,88677.74,1
42,46774.1,1,1,8.5,581,88535.47,0
50,189295.8,1,1,4.1,776,97678.96,1
43,143153.69,1,1,4.8,636,68873.13,0
34,130300.14,1,0,5.7,675,74228.11,1
47,110557.08,2,0,1.7,592,76704.37,1
41,56478.42,2,0,6.0,730,77814.34,0
40,156615.51,2,1,4.0,717,78254.74,0
55,55173.89,1,0,5.7,788,32833.14,0
18,196276.06,2,0,3.6,765,94042.97,0
26,250000.0,1,0,1.1,649,70983.62,1
28,113118.43,2,1,3.9,850,38851.42,0
